id,createdAtTimestamp,liquidity,volumeUSD,volumeToken0,volumeToken1,feesUSD,feeTier
0x001743596c8c1d9db739f361b4879909dd4e320c,1641120448,0,0,0,0,0,10000
0x0048c7a3cd5cd28b1a2fcc1277bb3146ac33e3ff,1643118382,0,0,0,0,0,10000
0x00b15004f026994582c07777ca837c535b2fcd88,1640209905,0,0,0.076588481410774537,23247.418369187447350224,0,3000
0x00ca8e06bafa2fc1e079ec86d50f5248e7a6f7a8,1640310980,0,0,0.033032642189158098,443163.112284470030214466,0,3000
0x00d2f29e4593ec27df3571b21e2a96448069f51e,1651385434,0,0,0,0,0,3000
0x00ddb72da6d52401a326641f9e3d066d7803a39d,1648866122,0,0,0,0,0,500
0x00ec3195a0de6ab1d702e07a8ce42ae5b6ee12e1,1643143052,0,0,273.514799165854734372,0.195579936567254241,0,10000
0x00ed79b7b70b702771cf04484fedd8db3f6d37ea,1641265261,40733860100009131231201568,0,9339645.582700683931548591,9041487.063167545331281693,0,500
0x00f63ea52828cb11b8e1322d2efef3ba93084c42,1641883555,77481713124434567522,0,0.011362231931860812,90583612.315567491816946699,0,10000
0x0126945e80dbfe5df0a11f2360f9a9a961ab792a,1645832975,0,0,0.241257699999999673,0.000082099424279792,0,10000
0x014327b7df353290fcd2ef52a9873e861e6d84e6,1642027084,7202103991607407852359530842,0,18325522417.326337910865369699,3.07366185216652503,0,10000
0x017e2b71e70537c95ab5a58aecb793323ab0b154,1641584065,6973407153083158276627,0,488.884162771208707341,6479181.025982927200535306,0,10000
0x01a004cbcbf9bd3518a5a8cdb0c27796ea1248eb,1645639482,0,0,0,0,0,10000
0x01bb30ac2ee15a428fc999714bf737b75ddd97f9,1644638124,0,0,0,0,0,10000
0x01bf80dda14842f8310464914ab7cecbd0c17d84,1649348899,78631054425409438393000507,0,168.598158674281985439,83329386.847130399338954034,0,10000
0x01cdfcd8350918271735910ec2ff3f990a73e8b6,1648929205,196588356924071486,0,344.450321,34517.484350950879765606,0,500
0x020a70498c78d46903aa293354614407c4c68325,1640707556,0,0,15.955275,0.001094524284745733,0,500
0x0214c7873b9483208eb81256aaa36e8007da601b,1649457349,144727544618653931467,0,43.54027292726460416,7966629893.804675824,0,3000
0x02274022de51fc8d52bf4053c26ad0c8fb3dfaa8,1650491725,92214611222379,0,46.093558190316607926,132.6399,0,10000
0x02325b718f5b414013090a968c6777f2b12f6baa,1642561421,0,0,0.997095131226297507,1,0,3000
0x024df29cc9a5b1cea5337dba3ff1d3440a37daac,1651034366,0,0,0,0,0,3000
0x0262a1c1ede0ed6d7886a350fc5b65d5b7de5912,1650290512,0,0,0.999999999999999999,2.027017519852852106,0,10000
0x0271b5b14e2fd067b01127906a56e8ba0228b137,1640437349,0,0,0,0,0,10000
