id,createdAtTimestamp,liquidity,volumeUSD,volumeToken0,volumeToken1,feesUSD,feeTier
0x027be85ff9481399ec5c6b854c77d5e5ca98905b,1645176379,0,0,0.013599412302382823,0.011023024727338445,0,10000
0x029d2d2f276cc7391b6d66ebda5851c54eec8b5b,1647554076,0,0,320.17798867295326166,320.42829541310881949,0,500
0x02cc849949a5ef7ee3b7456d3d86b8f4af2238f4,1647011370,0,0,0.00053223,0.231927362674195374,0,10000
0x02d07784818ada64827fce9f5c1309af688a5681,1646311941,10648864668,0,516657.301502,5684.917544,0,10000
0x0312692e9cadd3ddaace2e112a4e36397bd2f18a,1640292885,981935136415198130,0,15720.795555390809920938,34.182381255552335528,0,3000
0x03167ad1ccbd076e65fc6ab39da178df90124f83,1651424956,340792083265082505796,0,16.664078803668721697,17.425,0,3000
0x036b91b7a75942e18e09585dd065384fd7b88b8e,1642113786,0,0,0,0,0,500
0x038e6b31df4132f37b207a07ec620bf46dd7865b,1640428637,756592441619848,0,38594.64356482,1.072997904893071806,0,10000
0x03a0d3a40fd65b83bfdba93ffdd99c3340e32613,1650153621,0,0,1.769254472893666167,53.572917482300551387,0,10000
0x03a859389ab8229f8b6242f373b4207a2989e84c,1642097271,0,0,829630.047219,760608.877604089002498943,0,500
0x03b32904bc91df49938ed67f2d5e613123fc0351,1648101677,0,0,0,0,0,3000
0x03b833b2849cee28b7cde5a112860fb11a50b240,1645829978,0,0,11936.407557185823194096,0.088233724544534543,0,500
0x03bb34dd77b47eb3a6cc04d06f5416bb50ab8d1c,1650758940,0,0,1842.256442991025625415,2124.895950296378375992,0,10000
0x041b2a609614e59b19cede4b907ddfdea4d0590b,1641496693,255004294112219146,0,74.766163356100794718,2169.595534012183950556,0,3000
0x0423a222779b3ed3a84ad1f56df4945855cdf62b,1645713162,4376010724406503016199,0,29551.059876106422326545,1307239.185154919991479255,0,10000
0x0432c6bf0b878b0b742b2ffb9654644a9bca4f17,1649473267,0,0,0,0,0,500
0x04379b2053ab4eab7fd2de9e9ce88e8121e3d544,1646679119,0,0,0.0001,99.689939070582066985,0,3000
0x04537f43f6add7b1b60cab199c7a910024ee0594,1649879196,0,0,144978.071914,48.081138150055606788,0,100
0x04823522384aa0d39c22718da5290da8d5a28731,1650467612,0,0,1.047646647542687349,24.227911688008376019,0,3000
0x048f1c02985e86835db746d75aa7ddcc83b51926,1644436979,0,0,0,0,0,500
0x04d813b9bccdee53faef9886797cb95db6ec9d2e,1644789821,9094610496876827177,0,0.356526310530806521,722.72900473563525697,0,10000
0x04f399c317b09cf2efb9249e58c1b415cc15c7a9,1650724294,1240669010765530982618,0,1,5.98609173469934076,0,500
0x050b430498268f316665f4844bdcbe0e1868af68,1642110810,0,0,0.476228247491171644,9.999999999999999998,0,3000
0x051289a745a1ec267f9bff627eeee7c3c260d2af,1642392823,4523730340891,0,54.33647,0.421103359929476488,0,3000
0x053c933af803eaa08be1c2f20bc6ecb746b7e7ac,1649707284,0,0,0,0,0,10000
0x055ec32de33c948c07d9cda4109a3cb20908cb9a,1644461387,96465621299629928383,0,207.899393749215040062,25.031433513809365587,0,10000
0x056ecbe9b8086d80f8384ba0d2589bbc3770a83a,1640235459,0,0,0.416669355764388753,84636.862899965139109011,0,10000
0x056ef81dc026bbb532825361d3a2aab667df14d5,1648931261,22151117895468584503580,0,372.162343943114059315,8291.781507727667408181,0,10000
0x057932cec2f7aceeb3f8495baa42cb30570b790a,1644935756,20720668498722819310,0,427148954853.796581406,123.506661834238731382,0,10000
0x0581ef32b9393c5c282517282853267eed69621e,1641711611,122919829633841394,0,2532421.031582,10838561.335166777811221572,0,10000
0x05c252b08e5cf8d83e5f6414000b01de576824d9,1648463177,35811406561554028092742,0,4709389.040693451618322131,4.869813561960642319,0,3000
0x05e09e5c8e65e6ba563e3a61ec6c822a38be11cd,1650851233,0,0,0,0,0,500
0x0627062f2250828b9ca1a1ce8e5ea4832cbbb7d0,1646789342,0,0,0,0,0,3000
0x064136e7386cb3af5bae7aa4cd312a47c86bc5af,1648355534,211018202924454325,0,0.169916092625815628,0.002151868443578137,0,10000
0x069da1d6b36a89908e57350e5a2e11cbc4061337,1641510350,0,0,1.489209360881474511,2.765528109033871464,0,500
0x06b51877ef2efe7f09a10fef335056c82c781830,1641065568,0,0,0,0,0,500
0x06c6ce3fc529d9259e83b21591d7e477eeb70adf,1650212358,0,0,0,0,0,500
0x06d47164d21a71f805f11aa41aac0e88333dddaf,1646902758,7623519106285943459,0,0.484375427586562044,0.1,0,3000
0x07047b206bd2e058a4bc79f250009595b9af8d8c,1640211723,8991469687,0,90.835742,3841.433739169,0,3000
0x070a2861295db770b38c578f3ead8d088fc18b25,1643822353,18861551,0,49.6536,9.430289,0,500
0x0711dcb2be9323445a823a720b011a3724558df1,1640903380,0,0,24.892030459972153181,14613.509871050581351196,0,10000
0x0761455f2786306c1f4a52a7e5cbc2f22adb909c,1648307309,51376653733806574263,0,138682.679026565957145255,107.762446322764696068,0,10000
0x0777339490fb86c7bab4fd44faddbc7b72146c85,1640249387,328401412175094850,0,19.613183512126487774,0.196706,0,3000
0x0778b24f355fde220d7d7f414d589dc6373c287c,1644252459,0,0,0.049116257284045052,4.896564437619655132,0,3000
0x078ba7cbb8feebf6d9a0450cf024c63c48ccdc49,1647200609,145416493643444117725687,0,888015.683917199600388918,553345.716255826284725177,0,500
0x078c1b59cef67839bb02b32fc90a7f9a791f077e,1650646498,0,0,0,0,0,10000
0x078ed33b1dccb76f41538a99fa3cdd08fed3a27d,1645094354,10828437241424473710797,0,10615.988784262000846628,738436.659635927947726573,0,500
0x0798b77e26a93f94f4c9465a10189d4ee595c06f,1647382743,0,0,17.689582041940938654,17.326934504649077584,0,10000
0x07a0e5cc33f3f28cf655d7a76334d0b1bab5b704,1640292699,3166525657224531117396,0,74309.91013914782970541,189961.835135194252918233,0,3000
0x07b039526f05edb96b97ca93e4a5d0eb99d7786b,1647302099,0,0,4.229687382937128369,4.363236180869405734,0,3000
0x07b08878317f10c53f1145dc3e01375d6328d271,1647088318,17351784458079620,0,1181.841056357695821514,124.040113,0,500
0x07d251863d35f8b6aa559608291c9703094000e6,1644844871,0,0,2566087.750444282918115586,315.198911,0,10000
0x07de0cf1465c6689c329e787ca382d2bea82d115,1640335411,0,0,0.156849956732508071,187.494503612794593171,0,10000
0x080f1b368e3ac106a52bcc9494d7b1761f5b19db,1641544247,0,0,0.360407835954192936,54648.95528644282810744,0,10000
0x0852c8bad1e03c33355048282b29177917279efd,1640342823,950446431942005,0,4728.65764081611766746,1067.727196,0,10000
0x08862acb28b7904547bd59e8c94e707e2945daa2,1644917913,0,0,2.118494453330088778,11.816661859441857618,0,3000
0x088b0d2a6e1a6477b359fe7576fd5ffef6b3d831,1643799187,0,0,37.535398270059693622,508.560250283030382028,0,10000
0x08b096252a9d3226fe109a5bac96896e78e0eec9,1645822375,0,0,0.045064443699537379,44831063.6596,0,3000
0x08d1b5797d099e3f247391b68c093b474cbe6040,1643523758,0,0,5425449.514540380449882919,169510.973953,0,3000
0x08f21ff1fd121e86be7af0be4f4d2e7459d8a7f7,1651252993,22257360355842,0,21.619011,62.289457992686131941,0,10000
0x08fd52d43096ed51d001b5d6dbf9ab9a2c9a9235,1640426927,0,0,0,0,0,3000
0x090868d6a43725fd4d870c498f19755b4af54825,1648064892,0,0,0.010287572074929016,99.999998,0,3000
0x090d8d9eef27287fdcee2b3903a921e7da2ccfb3,1640519018,0,0,356.400441,345.176354,0,3000
0x092562f19047148da3f4fbfccb4b02e36fe22175,1647731662,0,0,198.010419821,14.13644,0,10000
0x095b2e8f82d40bfed0a531977e90075568e41c0b,1648953616,9272229882072413850598558,0,214.790649147045841715,21290.357632564302580311,0,10000
0x09668455342c1959ee8f0dc32a550b0423903ba5,1645776459,1918615174331087897853,0,1.28975167672447899,3961189.8208029303052071,0,3000
0x09776ce3e602a869666bab660df52c6dd103145c,1645784933,0,0,35,0.000237952580587907,0,500
0x0985a936347e9004f4dd914201a19266180f2b57,1650645780,0,0,0,0,0,10000
0x0989f059e2d1869ae37ccdd9348b7a256ef562ef,1647629199,1064676557211671865745,0,1639.554633057443743892,2343.342487156576461286,0,3000
0x098b57eb2e663bfb84c6c4789da02cdc7833e048,1643567756,2099691265781005413,0,38.0911656745,37.908261033675337858,0,3000
0x09a657ceafd0180ca7079c7730dd3a80c7f51a51,1644333973,0,0,143244.025122,191269.164894737272397475,0,3000
0x09abd9f777969436e6701296fe52ffcbd8b1bf45,1646424152,0,0,0,0,0,500
0x09c26b900f387e83732eea65f0a1e76040d13319,1640878881,0,0,575915631143512.92831379049435135,745410.311046,0,500
0x09c608b158da224ca6f746bfd414a29a678e8c63,1647504782,0,0,0,0,0,3000
0x09c9b1966da9e8d031343e4062f998e8acae7a90,1646678531,64413242879848,0,1103.1794331688438464,2.65462905,0,3000
0x09ca5c64c749998bae9dad9f14d38d859fc41cae,1640647347,239322136398865,0,777.773868198508149735,26.524706015,0,10000
0x09e5049c3f94f73d70655072993f8ffc4f3b9f4c,1640725370,0,0,6.388412997153016393,1764756.91757229,0,10000
